 Date__(UT)__HR:MN, , , R.A._(ICRF), DEC_(ICRF),  dRA*cosD, d(DEC)/dt,  T-O-M, MN_Illu%,
****************************************************************************************
$$SOE
 2018-Feb-02 08:00,*, ,   315.63646,  -16.86402,  144.7230,  43.85836,  155.0,  95.3415,
 2018-Feb-02 09:00,*, ,   315.67854,  -16.85187,  145.1199,  43.95499,  154.3,  95.0800,
 2018-Feb-02 10:00,C, ,   315.72074,  -16.83970,  145.5626,  44.01875,  153.6,  94.8245,
 2018-Feb-02 11:00,A, ,   315.76306,  -16.82752,  146.0202,  44.04745,  153.0,  94.5786,
 2018-Feb-02 12:00, ,m,   315.80552,  -16.81533,  146.4608,  44.04126,  152.4,  94.3451,
 2018-Feb-02 13:00, ,m,   315.84809,  -16.80315,  146.8537,  44.00272,  151.9,  94.1261,
 2018-Feb-02 14:00, ,m,   315.89077,  -16.79099,  147.1713,  43.93659,  151.4,  93.9222,
 2018-Feb-02 15:00, ,m,   315.93352,  -16.77884,  147.3913,  43.84949,  150.9,  93.7326,
 2018-Feb-02 16:00, ,m,   315.97631,  -16.76673,  147.4980,  43.74943,  150.5,  93.5554,
 2018-Feb-02 17:00, ,m,   316.01912,  -16.75464,  147.4834,  43.64534,  150.1,  93.3873,
 2018-Feb-02 18:00, ,m,   316.06190,  -16.74258,  147.3476,  43.54636,  149.7,  93.2240,
 2018-Feb-02 19:00, ,m,   316.10462,  -16.73054,  147.0994,  43.46129,  149.4,  93.0605,
 2018-Feb-02 20:00, ,m,   316.14725,  -16.71853,  146.7547,  43.39796,  149.0,  92.8913,
 2018-Feb-02 21:00, ,m,   316.18977,  -16.70653,  146.3364,  43.36273,  148.6,  92.7114,
 2018-Feb-02 22:00,A,m,   316.23216,  -16.69453,  145.8722,  43.36001,  148.2,  92.5160,
 2018-Feb-02 23:00,C,m,   316.27441,  -16.68253,  145.3931,  43.39200,  147.7,  92.3009,
 2018-Feb-03 00:00,*,m,   316.31651,  -16.67052,  144.9309,  43.45853,  147.2,  92.0632,
 2018-Feb-03 01:00,*,m,   316.35849,  -16.65848,  144.5164,  43.55708,  146.6,  91.8010,
 2018-Feb-03 02:00,*, ,   316.40035,  -16.64641,  144.1771,  43.68295,  146.0,  91.5138,
 2018-Feb-03 03:00,*, ,   316.44213,  -16.63431,  143.9354,  43.82957,  145.4,  91.2023,
 2018-Feb-03 04:00,*, ,   316.48385,  -16.62216,  143.8071,  43.98899,  144.7,  90.8685,
 2018-Feb-03 05:00,*, ,   316.52555,  -16.60996,  143.8001,  44.15236,  144.0,  90.5156,
 2018-Feb-03 06:00,*, ,   316.56726,  -16.59772,  143.9142,  44.31060,  143.3,  90.1478,
 2018-Feb-03 07:00,*, ,   316.60902,  -16.58544,  144.1409,  44.45499,  142.6,  89.7700,
 2018-Feb-03 08:00,*, ,   316.65086,  -16.57313,  144.4641,  44.57776,  141.9,  89.3879,
 2018-Feb-03 09:00,*, ,   316.69279,  -16.56078,  144.8608,  44.67260,  141.2,  89.0074,
 2018-Feb-03 10:00,C, ,   316.73485,  -16.54841,  145.3035,  44.73515,  140.5,  88.6343,
 2018-Feb-03 11:00,A, ,   316.77704,  -16.53602,  145.7611,  44.76323,  139.9,  88.2739,
 2018-Feb-03 12:00, , ,   316.81935,  -16.52364,  146.2018,  44.75701,  139.2,  87.9310,
 2018-Feb-03 13:00, ,m,   316.86179,  -16.51126,  146.5948,  44.71900,  138.7,  87.6088,
 2018-Feb-03 14:00, ,m,   316.90432,  -16.49889,  146.9127,  44.65387,  138.2,  87.3094,
 2018-Feb-03 15:00, ,m,   316.94693,  -16.48655,  147.1329,  44.56812,  137.7,  87.0331,
 2018-Feb-03 16:00, ,m,   316.98959,  -16.47423,  147.2399,  44.46963,  137.3,  86.7784,
 2018-Feb-03 17:00, ,m,   317.03225,  -16.46194,  147.2255,  44.36717,  136.9,  86.5419,
 2018-Feb-03 18:00, ,m,   317.07489,  -16.44968,  147.0901,  44.26972,  136.5,  86.3188,
 2018-Feb-03 19:00, ,m,   317.11747,  -16.43744,  146.8421,  44.18594,  136.1,  86.1032,
 2018-Feb-03 20:00, ,m,   317.15997,  -16.42522,  146.4977,  44.12352,  135.8,  85.8882,
 2018-Feb-03 21:00, ,m,   317.20235,  -16.41302,  146.0797,  44.08870,  135.4,  85.6667,
 2018-Feb-03 22:00,A,m,   317.24460,  -16.40082,  145.6157,  44.08583,  135.0,  85.4318,
 2018-Feb-03 23:00,C,m,   317.28671,  -16.38862,  145.1367,  44.11706,  134.6,  85.1774,
 2018-Feb-04 00:00,*,m,   317.32867,  -16.37640,  144.6746,  44.18224,  134.2,  84.8984,
 2018-Feb-04 01:00,*,m,   317.37051,  -16.36417,  144.2601,  44.27888,  133.7,  84.5915,
 2018-Feb-04 02:00,*, ,   317.41224,  -16.35190,  143.9208,  44.40235,  133.1,  84.2545,
 2018-Feb-04 03:00,*, ,   317.45388,  -16.33959,  143.6790,  44.54623,  132.6,  83.8873,
 2018-Feb-04 04:00,*, ,   317.49546,  -16.32724,  143.5506,  44.70268,  131.9,  83.4913,
 2018-Feb-04 05:00,*, ,   317.53702,  -16.31485,  143.5435,  44.86302,  131.3,  83.0697,
 2018-Feb-04 06:00,*, ,   317.57860,  -16.30241,  143.6575,  45.01832,  130.6,  82.6268,
 2018-Feb-04 07:00,*, ,   317.62022,  -16.28993,  143.8840,  45.16002,  129.9,  82.1684,
 2018-Feb-04 08:00,*, ,   317.66191,  -16.27742,  144.2070,  45.28048,  129.2,  81.7009,
 2018-Feb-04 09:00,*, ,   317.70371,  -16.26487,  144.6037,  45.37351,  128.5,  81.2316,
 2018-Feb-04 10:00,C, ,   317.74563,  -16.25230,  145.0463,  45.43482,  127.9,  80.7675,
 2018-Feb-04 11:00,A, ,   317.78768,  -16.23973,  145.5040,  45.46226,  127.2,  80.3158,
 2018-Feb-04 12:00, , ,   317.82986,  -16.22714,  145.9447,  45.45601,  126.6,  79.8826,
 2018-Feb-04 13:00, , ,   317.87215,  -16.21457,  146.3378,  45.41854,  126.0,  79.4733,
 2018-Feb-04 14:00, ,m,   317.91455,  -16.20201,  146.6558,  45.35442,  125.5,  79.0915,
 2018-Feb-04 15:00, ,m,   317.95702,  -16.18947,  146.8763,  45.27004,  125.0,  78.7390,
 2018-Feb-04 16:00, ,m,   317.99953,  -16.17695,  146.9835,  45.17315,  124.5,  78.4157,
 2018-Feb-04 17:00, ,m,   318.04206,  -16.16447,  146.9693,  45.07235,  124.1,  78.1193,
 2018-Feb-04 18:00, ,m,   318.08456,  -16.15201,  146.8342,  44.97647,  123.7,  77.8456,
 2018-Feb-04 19:00, ,m,   318.12701,  -16.13957,  146.5865,  44.89401,  123.4,  77.5884,
 2018-Feb-04 20:00, ,m,   318.16936,  -16.12716,  146.2423,  44.83253,  123.0,  77.3404,
 2018-Feb-04 21:00, ,m,   318.21160,  -16.11476,  145.8245,  44.79815,  122.7,  77.0933,
 2018-Feb-04 22:00,A,m,   318.25371,  -16.10236,  145.3607,  44.79513,  122.3,  76.8387,
 2018-Feb-04 23:00,C,m,   318.29568,  -16.08996,  144.8818,  44.82561,  122.0,  76.5686,
 2018-Feb-05 00:00,*,m,   318.33752,  -16.07755,  144.4198,  44.88942,  121.6,  76.2758,
 2018-Feb-05 01:00,*,m,   318.37922,  -16.06511,  144.0053,  44.98413,  121.1,  75.9549,
 2018-Feb-05 02:00,*,m,   318.42081,  -16.05265,  143.6660,  45.10519,  120.7,  75.6020,
 2018-Feb-05 03:00,*, ,   318.46231,  -16.04014,  143.4242,  45.24628,  120.2,  75.2151,
 2018-Feb-05 04:00,*, ,   318.50376,  -16.02760,  143.2956,  45.39971,  119.6,  74.7944,
 2018-Feb-05 05:00,*, ,   318.54518,  -16.01501,  143.2884,  45.55697,  119.0,  74.3422,
 2018-Feb-05 06:00,*, ,   318.58662,  -16.00238,  143.4022,  45.70929,  118.4,  73.8623,
 2018-Feb-05 07:00,*, ,   318.62810,  -15.98971,  143.6287,  45.84825,  117.7,  73.3604,
 2018-Feb-05 08:00,*, ,   318.66966,  -15.97700,  143.9516,  45.96636,  117.0,  72.8432,
 2018-Feb-05 09:00,*, ,   318.71132,  -15.96427,  144.3482,  46.05754,  116.4,  72.3185,
 2018-Feb-05 10:00,C, ,   318.75311,  -15.95151,  144.7907,  46.11758,  115.7,  71.7944,
 2018-Feb-05 11:00,A, ,   318.79502,  -15.93874,  145.2483,  46.14438,  115.0,  71.2791,
 2018-Feb-05 12:00, , ,   318.83705,  -15.92597,  145.6891,  46.13810,  114.4,  70.7804,
 2018-Feb-05 13:00, , ,   318.87921,  -15.91320,  146.0823,  46.10116,  113.8,  70.3052,
 2018-Feb-05 14:00, , ,   318.92147,  -15.90045,  146.4004,  46.03807,  113.3,  69.8587,
 2018-Feb-05 15:00, ,m,   318.96380,  -15.88772,  146.6210,  45.95509,  112.7,  69.4448,
 2018-Feb-05 16:00, ,m,   319.00618,  -15.87501,  146.7284,  45.85983,  112.3,  69.0651,
 2018-Feb-05 17:00, ,m,   319.04857,  -15.86233,  146.7145,  45.76072,  111.8,  68.7189,
 2018-Feb-05 18:00, ,m,   319.09093,  -15.84968,  146.5796,  45.66645,  111.5,  68.4031,
 2018-Feb-05 19:00, ,m,   319.13324,  -15.83705,  146.3321,  45.58534,  111.1,  68.1125,
 2018-Feb-05 20:00, ,m,   319.17545,  -15.82445,  145.9881,  45.52482,  110.8,  67.8402,
 2018-Feb-05 21:00, ,m,   319.21756,  -15.81185,  145.5705,  45.49090,  110.4,  67.5777,
 2018-Feb-05 22:00,A,m,   319.25953,  -15.79926,  145.1068,  45.48776,  110.1,  67.3157,
 2018-Feb-05 23:00,C,m,   319.30137,  -15.78667,  144.6281,  45.51748,  109.8,  67.0450,
 2018-Feb-06 00:00,*,m,   319.34306,  -15.77406,  144.1661,  45.57992,  109.4,  66.7567,
 2018-Feb-06 01:00,*,m,   319.38463,  -15.76143,  143.7517,  45.67267,  109.1,  66.4432,
 2018-Feb-06 02:00,*,m,   319.42608,  -15.74878,  143.4123,  45.79129,  108.6,  66.0988,
 2018-Feb-06 03:00,*, ,   319.46745,  -15.73608,  143.1705,  45.92955,  108.2,  65.7196,
 2018-Feb-06 04:00,*, ,   319.50876,  -15.72335,  143.0418,  46.07994,  107.7,  65.3039,
 2018-Feb-06 05:00,*, ,   319.55004,  -15.71057,  143.0345,  46.23407,  107.1,  64.8525,
 2018-Feb-06 06:00,*, ,   319.59135,  -15.69775,  143.1482,  46.38336,  106.6,  64.3682,
 2018-Feb-06 07:00,*, ,   319.63269,  -15.68489,  143.3745,  46.51954,  105.9,  63.8557,
 2018-Feb-06 08:00,*, ,   319.67412,  -15.67200,  143.6973,  46.63525,  105.3,  63.3216,
 2018-Feb-06 09:00,*, ,   319.71564,  -15.65907,  144.0938,  46.72455,  104.7,  62.7734,
 2018-Feb-06 10:00,C, ,   319.75729,  -15.64613,  144.5363,  46.78330,  104.0,  62.2198,
 2018-Feb-06 11:00,A, ,   319.79906,  -15.63318,  144.9938,  46.80943,  103.3,  61.6696,
 2018-Feb-06 12:00, , ,   319.84096,  -15.62022,  145.4346,  46.80312,  102.7,  61.1316,
 2018-Feb-06 13:00, , ,   319.88298,  -15.60727,  145.8279,  46.76673,  102.1,  60.6138,
 2018-Feb-06 14:00, , ,   319.92510,  -15.59433,  146.1461,  46.70468,  101.5,  60.1233,
 2018-Feb-06 15:00, , ,   319.96730,  -15.58141,  146.3668,  46.62312,  101.0,  59.6654,
 2018-Feb-06 16:00, , ,   320.00954,  -15.56852,  146.4743,  46.52951,  100.5,  59.2435,
 2018-Feb-06 17:00, ,m,   320.05179,  -15.55565,  146.4606,  46.43213,  100.1,  58.8589,
 2018-Feb-06 18:00, ,m,   320.09402,  -15.54281,  146.3259,  46.33950,   99.6,  58.5101,
 2018-Feb-06 19:00, ,m,   320.13619,  -15.53000,  146.0786,  46.25977,   99.3,  58.1935,
 2018-Feb-06 20:00, ,m,   320.17827,  -15.51720,  145.7348,  46.20024,   98.9,  57.9031,
 2018-Feb-06 21:00, ,m,   320.22024,  -15.50442,  145.3173,  46.16680,   98.6,  57.6311,
 2018-Feb-06 22:00,A,m,   320.26207,  -15.49164,  144.8538,  46.16355,   98.3,  57.3682,
 2018-Feb-06 23:00,C,m,   320.30377,  -15.47885,  144.3752,  46.19252,   98.0,  57.1046,
 2018-Feb-07 00:00,*,m,   320.34533,  -15.46606,  143.9133,  46.25358,   97.7,  56.8306,
 2018-Feb-07 01:00,*,m,   320.38676,  -15.45324,  143.4989,  46.34436,   97.4,  56.5370,
 2018-Feb-07 02:00,*,m,   320.42808,  -15.44040,  143.1596,  46.46050,   97.0,  56.2163,
 2018-Feb-07 03:00,*,m,   320.46931,  -15.42752,  142.9176,  46.59591,   96.6,  55.8627,
 2018-Feb-07 04:00,*, ,   320.51049,  -15.41460,  142.7889,  46.74320,   96.1,  55.4727,
 2018-Feb-07 05:00,*, ,   320.55164,  -15.40163,  142.7815,  46.89416,   95.6,  55.0451,
 2018-Feb-07 06:00,*, ,   320.59281,  -15.38863,  142.8951,  47.04037,   95.1,  54.5812,
 2018-Feb-07 07:00,*, ,   320.63402,  -15.37559,  143.1213,  47.17372,   94.5,  54.0847,
 2018-Feb-07 08:00,*, ,   320.67531,  -15.36251,  143.4440,  47.28701,   93.9,  53.5609,
 2018-Feb-07 09:00,*, ,   320.71670,  -15.34941,  143.8404,  47.37440,   93.3,  53.0171,
 2018-Feb-07 10:00,C, ,   320.75821,  -15.33628,  144.2828,  47.43183,   92.7,  52.4614,
 2018-Feb-07 11:00,A, ,   320.79985,  -15.32315,  144.7403,  47.45728,   92.0,  51.9030,
 2018-Feb-07 12:00, , ,   320.84161,  -15.31001,  145.1811,  47.45093,   91.4,  51.3511,
 2018-Feb-07 13:00, , ,   320.88349,  -15.29688,  145.5744,  47.41509,   90.8,  50.8144,
 2018-Feb-07 14:00, , ,   320.92548,  -15.28376,  145.8926,  47.35410,   90.2,  50.3012,
 2018-Feb-07 15:00, , ,   320.96754,  -15.27066,  146.1134,  47.27399,   89.6,  49.8181,
 2018-Feb-07 16:00, , ,   321.00964,  -15.25758,  146.2211,  47.18207,   89.1,  49.3701,
 2018-Feb-07 17:00, , ,   321.05176,  -15.24453,  146.2075,  47.08645,   88.7,  48.9600,
 2018-Feb-07 18:00, ,m,   321.09385,  -15.23151,  146.0729,  46.99549,   88.2,  48.5884,
 2018-Feb-07 19:00, ,m,   321.13588,  -15.21851,  145.8258,  46.91718,   87.8,  48.2533,
 2018-Feb-07 20:00, ,m,   321.17783,  -15.20553,  145.4822,  46.85867,   87.5,  47.9501,
 2018-Feb-07 21:00, ,m,   321.21966,  -15.19256,  145.0649,  46.82572,   87.2,  47.6725,
 2018-Feb-07 22:00,A,m,   321.26136,  -15.17960,  144.6015,  46.82237,   86.9,  47.4118,
 2018-Feb-07 23:00,C,m,   321.30292,  -15.16663,  144.1230,  46.85060,   86.6,  47.1586,
 2018-Feb-08 00:00,*,m,   321.34435,  -15.15365,  143.6612,  46.91026,   86.3,  46.9028,
 2018-Feb-08 01:00,*,m,   321.38565,  -15.14065,  143.2468,  46.99906,   86.0,  46.6346,
 2018-Feb-08 02:00,*,m,   321.42683,  -15.12763,  142.9075,  47.11270,   85.7,  46.3451,
 2018-Feb-08 03:00,*,m,   321.46793,  -15.11456,  142.6655,  47.24522,   85.3,  46.0270,
 2018-Feb-08 04:00,*, ,   321.50897,  -15.10146,  142.5368,  47.38937,   84.9,  45.6750,
 2018-Feb-08 05:00,*, ,   321.54999,  -15.08832,  142.5293,  47.53712,   84.4,  45.2864,
 2018-Feb-08 06:00,*, ,   321.59102,  -15.07514,  142.6428,  47.68021,   83.9,  44.8605,
 2018-Feb-08 07:00,*, ,   321.63210,  -15.06192,  142.8689,  47.81069,   83.4,  44.3995,
 2018-Feb-08 08:00,*, ,   321.67325,  -15.04866,  143.1915,  47.92152,   82.8,  43.9075,
 2018-Feb-08 09:00,*, ,   321.71451,  -15.03538,  143.5878,  48.00696,   82.2,  43.3907,
 2018-Feb-08 10:00,C, ,   321.75588,  -15.02208,  144.0301,  48.06305,   81.6,  42.8565,
 2018-Feb-08 11:00,A, ,   321.79739,  -15.00877,  144.4876,  48.08782,   81.0,  42.3137,
 2018-Feb-08 12:00, , ,   321.83902,  -14.99545,  144.9283,  48.08142,   80.4,  41.7712,
 2018-Feb-08 13:00, , ,   321.88077,  -14.98214,  145.3216,  48.04614,   79.8,  41.2383,
 2018-Feb-08 14:00, , ,   321.92261,  -14.96885,  145.6399,  47.98623,   79.2,  40.7236,
 2018-Feb-08 15:00, , ,   321.96454,  -14.95557,  145.8608,  47.90759,   78.6,  40.2346,
 2018-Feb-08 16:00, , ,   322.00651,  -14.94232,  145.9685,  47.81738,   78.1,  39.7775,
 2018-Feb-08 17:00, , ,   322.04849,  -14.92909,  145.9551,  47.72357,   77.6,  39.3565,
 2018-Feb-08 18:00, ,m,   322.09044,  -14.91589,  145.8206,  47.63430,   77.1,  38.9737,
 2018-Feb-08 19:00, ,m,   322.13234,  -14.90271,  145.5736,  47.55745,   76.7,  38.6289,
 2018-Feb-08 20:00, ,m,   322.17415,  -14.88955,  145.2302,  47.49998,   76.3,  38.3192,
 2018-Feb-08 21:00, ,m,   322.21585,  -14.87641,  144.8130,  47.46755,   76.0,  38.0398,
 2018-Feb-08 22:00,A,m,   322.25742,  -14.86326,  144.3497,  47.46411,   75.7,  37.7835,
 2018-Feb-08 23:00,C,m,   322.29885,  -14.85012,  143.8713,  47.49159,   75.4,  37.5418,
 2018-Feb-09 00:00,*,m,   322.34014,  -14.83696,  143.4096,  47.54986,   75.1,  37.3049,
 2018-Feb-09 01:00,*,m,   322.38130,  -14.82378,  142.9953,  47.63665,   74.9,  37.0632,
 2018-Feb-09 02:00,*,m,   322.42235,  -14.81058,  142.6560,  47.74777,   74.6,  36.8072,
 2018-Feb-09 03:00,*,m,   322.46332,  -14.79734,  142.4140,  47.87736,   74.2,  36.5287,
 2018-Feb-09 04:00,*,m,   322.50422,  -14.78406,  142.2852,  48.01834,   73.9,  36.2211,
 2018-Feb-09 05:00,*, ,   322.54511,  -14.77074,  142.2777,  48.16284,   73.4,  35.8799,
 2018-Feb-09 06:00,*, ,   322.58601,  -14.75738,  142.3911,  48.30276,   73.0,  35.5033,
 2018-Feb-09 07:00,*, ,   322.62695,  -14.74399,  142.6172,  48.43034,   72.5,  35.0914,
 2018-Feb-09 08:00,*, ,   322.66798,  -14.73056,  142.9397,  48.53866,   72.0,  34.6471,
 2018-Feb-09 09:00,*, ,   322.70910,  -14.71711,  143.3359,  48.62214,   71.4,  34.1750,
 2018-Feb-09 10:00,C, ,   322.75034,  -14.70363,  143.7782,  48.67687,   70.8,  33.6817,
 2018-Feb-09 11:00,A, ,   322.79171,  -14.69015,  144.2356,  48.70093,   70.2,  33.1749,
 2018-Feb-09 12:00, , ,   322.83321,  -14.67666,  144.6763,  48.69449,   69.6,  32.6630,
 2018-Feb-09 13:00, , ,   322.87482,  -14.66318,  145.0696,  48.65978,   68.9,  32.1550,
 2018-Feb-09 14:00, , ,   322.91654,  -14.64972,  145.3879,  48.60096,   68.3,  31.6594,
 2018-Feb-09 15:00, , ,   322.95833,  -14.63627,  145.6088,  48.52381,   67.7,  31.1841,
 2018-Feb-09 16:00, , ,   323.00016,  -14.62284,  145.7166,  48.43535,   67.2,  30.7358,
 2018-Feb-09 17:00, , ,   323.04201,  -14.60944,  145.7032,  48.34337,   66.7,  30.3199,
 2018-Feb-09 18:00, , ,   323.08383,  -14.59607,  145.5689,  48.25584,   66.2,  29.9394,
 2018-Feb-09 19:00, ,m,   323.12559,  -14.58272,  145.3220,  48.18046,   65.8,  29.5958,
 2018-Feb-09 20:00, ,m,   323.16727,  -14.56938,  144.9787,  48.12407,   65.4,  29.2877,
 2018-Feb-09 21:00, ,m,   323.20883,  -14.55606,  144.5616,  48.09218,   65.0,  29.0120,
 2018-Feb-09 22:00,A,m,   323.25027,  -14.54274,  144.0985,  48.08866,   64.7,  28.7631,
 2018-Feb-09 23:00,C,m,   323.29156,  -14.52942,  143.6201,  48.11540,   64.4,  28.5339,
 2018-Feb-10 00:00,*,m,   323.33272,  -14.51609,  143.1585,  48.17226,   64.2,  28.3160,
 2018-Feb-10 01:00,*,m,   323.37375,  -14.50274,  142.7443,  48.25703,   63.9,  28.1001,
 2018-Feb-10 02:00,*,m,   323.41467,  -14.48936,  142.4050,  48.36560,   63.6,  27.8771,
 2018-Feb-10 03:00,*,m,   323.45550,  -14.47595,  142.1631,  48.49224,   63.3,  27.6386,
 2018-Feb-10 04:00,*,m,   323.49628,  -14.46250,  142.0343,  48.63001,   63.0,  27.3773,
 2018-Feb-10 05:00,*,m,   323.53703,  -14.44901,  142.0267,  48.77122,   62.6,  27.0877,
 2018-Feb-10 06:00,*, ,   323.57780,  -14.43549,  142.1401,  48.90793,   62.2,  26.7664,
 2018-Feb-10 07:00,*, ,   323.61861,  -14.42192,  142.3661,  49.03257,   61.7,  26.4125,
 2018-Feb-10 08:00,*, ,   323.65950,  -14.40833,  142.6885,  49.13836,   61.2,  26.0270,
 2018-Feb-10 09:00,*, ,   323.70049,  -14.39471,  143.0847,  49.21983,   60.7,  25.6132,
 2018-Feb-10 10:00,C, ,   323.74160,  -14.38107,  143.5269,  49.27318,   60.1,  25.1763,
 2018-Feb-10 11:00,A, ,   323.78284,  -14.36741,  143.9843,  49.29654,   59.5,  24.7228,
 2018-Feb-10 12:00, , ,   323.82420,  -14.35376,  144.4249,  49.29005,   58.9,  24.2601,
 2018-Feb-10 13:00, , ,   323.86568,  -14.34011,  144.8182,  49.25592,   58.3,  23.7964,
 2018-Feb-10 14:00, , ,   323.90727,  -14.32648,  145.1365,  49.19821,   57.6,  23.3396,
 2018-Feb-10 15:00, , ,   323.94892,  -14.31286,  145.3574,  49.12258,   57.0,  22.8975,
 2018-Feb-10 16:00, , ,   323.99062,  -14.29927,  145.4653,  49.03589,   56.5,  22.4768,
 2018-Feb-10 17:00, , ,   324.03234,  -14.28570,  145.4519,  48.94576,   55.9,  22.0832,
 2018-Feb-10 18:00, , ,   324.07403,  -14.27216,  145.3177,  48.86001,   55.4,  21.7206,
 2018-Feb-10 19:00, , ,   324.11566,  -14.25864,  145.0709,  48.78614,   55.0,  21.3912,
 2018-Feb-10 20:00, ,m,   324.15720,  -14.24514,  144.7277,  48.73084,   54.6,  21.0954,
 2018-Feb-10 21:00, ,m,   324.19863,  -14.23164,  144.3107,  48.69952,   54.2,  20.8313,
 2018-Feb-10 22:00,A,m,   324.23994,  -14.21816,  143.8477,  48.69592,   53.9,  20.5952,
 2018-Feb-10 23:00,C,m,   324.28110,  -14.20467,  143.3695,  48.72193,   53.6,  20.3815,
 2018-Feb-11 00:00,*,m,   324.32213,  -14.19117,  142.9079,  48.77738,   53.3,  20.1833,
 2018-Feb-11 01:00,*,m,   324.36302,  -14.17765,  142.4938,  48.86012,   53.0,  19.9928,
 2018-Feb-11 02:00,*,m,   324.40381,  -14.16410,  142.1546,  48.96611,   52.7,  19.8017,
 2018-Feb-11 03:00,*,m,   324.44451,  -14.15052,  141.9127,  49.08977,   52.4,  19.6020,
 2018-Feb-11 04:00,*,m,   324.48516,  -14.13690,  141.7840,  49.22429,   52.1,  19.3865,
 2018-Feb-11 05:00,*,m,   324.52578,  -14.12325,  141.7764,  49.36216,   51.8,  19.1492,
 2018-Feb-11 06:00,*, ,   324.56642,  -14.10956,  141.8898,  49.49564,   51.4,  18.8862,
 2018-Feb-11 07:00,*, ,   324.60710,  -14.09583,  142.1157,  49.61729,   51.0,  18.5950,
 2018-Feb-11 08:00,*, ,   324.64786,  -14.08207,  142.4381,  49.72051,   50.5,  18.2757,
 2018-Feb-11 09:00,*, ,   324.68872,  -14.06829,  142.8342,  49.79996,   50.0,  17.9300,
 2018-Feb-11 10:00,C, ,   324.72970,  -14.05449,  143.2763,  49.85191,   49.4,  17.5616,
 2018-Feb-11 11:00,A, ,   324.77080,  -14.04067,  143.7337,  49.87455,   48.9,  17.1756,
 2018-Feb-11 12:00, , ,   324.81203,  -14.02686,  144.1743,  49.86802,   48.2,  16.7782,
 2018-Feb-11 13:00, , ,   324.85338,  -14.01305,  144.5675,  49.83447,   47.6,  16.3762,
 2018-Feb-11 14:00, , ,   324.89483,  -13.99925,  144.8857,  49.77789,   47.0,  15.9768,
 2018-Feb-11 15:00, , ,   324.93636,  -13.98548,  145.1067,  49.70380,   46.4,  15.5868,
 2018-Feb-11 16:00, , ,   324.97793,  -13.97172,  145.2145,  49.61892,   45.8,  15.2126,
 2018-Feb-11 17:00, , ,   325.01951,  -13.95799,  145.2013,  49.53068,   45.2,  14.8596,
 2018-Feb-11 18:00, , ,   325.06106,  -13.94428,  145.0670,  49.44673,   44.7,  14.5320,
 2018-Feb-11 19:00, , ,   325.10256,  -13.93060,  144.8203,  49.37440,   44.2,  14.2326,
 2018-Feb-11 20:00, , ,   325.14398,  -13.91693,  144.4772,  49.32022,   43.8,  13.9624,
 2018-Feb-11 21:00, ,m,   325.18528,  -13.90327,  144.0603,  49.28947,   43.4,  13.7209,
 2018-Feb-11 22:00,A,m,   325.22645,  -13.88962,  143.5974,  49.28582,   43.0,  13.5057,
 2018-Feb-11 23:00,C,m,   325.26748,  -13.87597,  143.1193,  49.31109,   42.7,  13.3132,
 2018-Feb-12 00:00,*,m,   325.30838,  -13.86230,  142.6579,  49.36513,   42.4,  13.1381,
 2018-Feb-12 01:00,*,m,   325.34915,  -13.84861,  142.2438,  49.44581,   42.1,  12.9741,
 2018-Feb-12 02:00,*,m,   325.38980,  -13.83490,  141.9047,  49.54921,   41.9,  12.8146,
 2018-Feb-12 03:00,*,m,   325.43037,  -13.82116,  141.6629,  49.66985,   41.6,  12.6526,
 2018-Feb-12 04:00,*,m,   325.47089,  -13.80738,  141.5342,  49.80109,   41.3,  12.4816,
 2018-Feb-12 05:00,*,m,   325.51138,  -13.79357,  141.5267,  49.93559,   41.0,  12.2960,
 2018-Feb-12 06:00,*,m,   325.55189,  -13.77972,  141.6401,  50.06579,   40.6,  12.0914,
 2018-Feb-12 07:00,*, ,   325.59244,  -13.76583,  141.8660,  50.18442,   40.2,  11.8651,
 2018-Feb-12 08:00,*, ,   325.63307,  -13.75192,  142.1884,  50.28504,   39.8,  11.6159,
 2018-Feb-12 09:00,*, ,   325.67380,  -13.73797,  142.5844,  50.36244,   39.3,  11.3446,
 2018-Feb-12 10:00,C, ,   325.71465,  -13.72401,  143.0265,  50.41298,   38.7,  11.0534,
 2018-Feb-12 11:00,A, ,   325.75562,  -13.71005,  143.4837,  50.43489,   38.2,  10.7459,
 2018-Feb-12 12:00, , ,   325.79673,  -13.69607,  143.9243,  50.42831,   37.6,  10.4269,
 2018-Feb-12 13:00, , ,   325.83794,  -13.68211,  144.3174,  50.39536,   37.0,  10.1018,
 2018-Feb-12 14:00, , ,   325.87926,  -13.66816,  144.6357,  50.33992,   36.4,   9.7764,
 2018-Feb-12 15:00, , ,   325.92066,  -13.65422,  144.8566,  50.26739,   35.7,   9.4564,
 2018-Feb-12 16:00, , ,   325.96210,  -13.64031,  144.9644,  50.18434,   35.1,   9.1472,
 2018-Feb-12 17:00, , ,   326.00355,  -13.62642,  144.9512,  50.09803,   34.5,   8.8536,
 2018-Feb-12 18:00, , ,   326.04497,  -13.61255,  144.8170,  50.01591,   34.0,   8.5793,
 2018-Feb-12 19:00, , ,   326.08634,  -13.59870,  144.5703,  49.94515,   33.5,   8.3270,
 2018-Feb-12 20:00, , ,   326.12762,  -13.58488,  144.2272,  49.89211,   33.0,   8.0983,
