 Date__(UT)__HR:MN, , , R.A._(ICRF), DEC_(ICRF),  dRA*cosD, d(DEC)/dt,  T-O-M, MN_Illu%,
****************************************************************************************
$$SOE
 2018-Jan-04 20:00, ,m,   144.77279,   14.24716,  1451.111,  -580.480, 0.0000,  89.3482,
 2018-Jan-04 21:00, ,m,   145.19750,   14.08011,  1519.723,  -624.228, 0.0000,  89.1319,
 2018-Jan-04 22:00,A,m,   145.64733,   13.90190,  1627.626,  -660.616, 0.0000,  88.8988,
 2018-Jan-04 23:00,N,m,   146.13237,   13.71486,  1766.831,  -687.737, 0.0000,  88.6438,
 2018-Jan-05 00:00,*,m,   146.66011,   13.52175,  1927.402,  -704.470, 0.0000,  88.3631,
 2018-Jan-05 01:00,*,m,   147.23501,   13.32552,  2098.295,  -710.506, 0.0000,  88.0540,
 2018-Jan-05 02:00,*, ,   147.85834,   13.12908,  2268.215,  -706.285, 0.0000,  87.7157,
 2018-Jan-05 03:00,*, ,   148.52818,   12.93515,  2426.365,  -692.874, 0.0000,  87.3489,
 2018-Jan-05 04:00,*, ,   149.23972,   12.74608,  2563.075,  -671.823, 0.0000,  86.9556,
 2018-Jan-05 05:00,*, ,   149.98561,   12.56372,  2670.256,  -645.007, 0.0000,  86.5396,
 2018-Jan-05 06:00,*, ,   150.75651,   12.38937,  2741.719,  -614.491, 0.0000,  86.1056,
 2018-Jan-05 07:00,*, ,   151.54162,   12.22376,  2773.373,  -582.410, 0.0000,  85.6595,
 2018-Jan-05 08:00,*, ,   152.32934,   12.06702,  2763.327,  -550.870, 0.0000,  85.2077,
 2018-Jan-05 09:00,*, ,   153.10783,   11.91871,  2711.939,  -521.875, 0.0000,  84.7571,
 2018-Jan-05 10:00,N, ,   153.86574,   11.77785,  2621.797,  -497.252, 0.0000,  84.3143,
 2018-Jan-05 11:00, , ,   154.59272,   11.64300,  2497.661,  -478.586, 0.0000,  83.8859,
 2018-Jan-05 12:00, , ,   155.28012,   11.51232,  2346.322,  -467.148, 0.0000,  83.4771,
 2018-Jan-05 13:00, ,m,   155.92144,   11.38366,  2176.371,  -463.819, 0.0000,  83.0923,
 2018-Jan-05 14:00, ,m,   156.51286,   11.25469,  1997.839,  -469.012, 0.0000,  82.7340,
 2018-Jan-05 15:00, ,m,   157.05353,   11.12307,  1821.688,  -482.611, 0.0000,  82.4031,
 2018-Jan-05 16:00, ,m,   157.54577,   10.98653,  1659.148,  -503.929, 0.0000,  82.0983,
 2018-Jan-05 17:00, ,m,   157.99499,   10.84311,  1520.932,  -531.713, 0.0000,  81.8164,
 2018-Jan-05 18:00, ,m,   158.40947,   10.69124,  1416.383,  -564.204, 0.0000,  81.5524,
 2018-Jan-05 19:00, ,m,   158.79983,   10.52991,  1352.662,  -599.263, 0.0000,  81.2995,
 2018-Jan-05 20:00, ,m,   159.17829,   10.35875,  1334.068,  -634.549, 0.0000,  81.0503,
 2018-Jan-05 21:00, ,m,   159.55782,   10.17803,  1361.621,  -667.734, 0.0000,  80.7967,
 2018-Jan-05 22:00,A,m,   159.95118,    9.98863,  1432.959,  -696.718, 0.0000,  80.5306,
 2018-Jan-05 23:00,N,m,   160.36998,    9.79197,  1542.570,  -719.815, 0.0000,  80.2449,
 2018-Jan-06 00:00,*,m,   160.82389,    9.58987,  1682.338,  -735.884, 0.0000,  79.9335,
 2018-Jan-06 01:00,*,m,   161.31997,    9.38436,  1842.277,  -744.386, 0.0000,  79.5919,
 2018-Jan-06 02:00,*,m,   161.86232,    9.17756,  2011.389,  -745.371, 0.0000,  79.2175,
 2018-Jan-06 03:00,*, ,   162.45190,    8.97149,  2178.488,  -739.405, 0.0000,  78.8096,
 2018-Jan-06 04:00,*, ,   163.08659,    8.76794,  2332.954,  -727.468, 0.0000,  78.3694,
 2018-Jan-06 05:00,*, ,   163.76143,    8.56840,  2465.329,  -710.828, 0.0000,  77.9000,
 2018-Jan-06 06:00,*, ,   164.46904,    8.37396,  2567.767,  -690.926, 0.0000,  77.4061,
 2018-Jan-06 07:00,*, ,   165.20014,    8.18533,  2634.338,  -669.271, 0.0000,  76.8939,
 2018-Jan-06 08:00,*, ,   165.94406,    8.00278,  2661.214,  -647.356, 0.0000,  76.3704,
 2018-Jan-06 09:00,*, ,   166.68941,    7.82616,  2646.773,  -626.590, 0.0000,  75.8433,
 2018-Jan-06 10:00,N, ,   167.42464,    7.65499,  2591.632,  -608.244, 0.0000,  75.3206,
 2018-Jan-06 11:00, , ,   168.13874,    7.48843,  2498.629,  -593.410, 0.0000,  74.8100,
 2018-Jan-06 12:00, , ,   168.82176,    7.32536,  2372.753,  -582.957, 0.0000,  74.3187,
 2018-Jan-06 13:00, , ,   169.46547,    7.16450,  2220.986,  -577.495, 0.0000,  73.8525,
 2018-Jan-06 14:00, , ,   170.06385,    7.00440,  2052.058,  -577.334, 0.0000,  73.4159,
 2018-Jan-06 15:00, ,m,   170.61351,    6.84357,  1876.067,  -582.459, 0.0000,  73.0115,
 2018-Jan-06 16:00, ,m,   171.11404,    6.68061,  1703.943,  -592.503, 0.0000,  72.6397,
 2018-Jan-06 17:00, ,m,   171.56811,    6.51424,  1546.778,  -606.756, 0.0000,  72.2987,
 2018-Jan-06 18:00, ,m,   171.98141,    6.34342,  1415.028,  -624.197, 0.0000,  71.9844,
 2018-Jan-06 19:00, ,m,   172.36237,    6.16745,  1317.670,  -643.562, 0.0000,  71.6908,
 2018-Jan-06 20:00, ,m,   172.72162,    5.98598,  1261.412,  -663.449, 0.0000,  71.4104,
 2018-Jan-06 21:00, ,m,   173.07126,    5.79908,  1250.054,  -682.441, 0.0000,  71.1344,
 2018-Jan-06 22:00,A,m,   173.42397,    5.60718,  1284.118,  -699.242, 0.0000,  70.8538,
 2018-Jan-06 23:00,N,m,   173.79212,    5.41103,  1360.797,  -712.800, 0.0000,  70.5597,
 2018-Jan-07 00:00,*,m,   174.18683,    5.21166,  1474.231,  -722.389, 0.0000,  70.2440,
 2018-Jan-07 01:00,*,m,   174.61723,    5.01022,  1616.078,  -727.659, 0.0000,  69.9003,
 2018-Jan-07 02:00,*,m,   175.08985,    4.80792,  1776.271,  -728.636, 0.0000,  69.5239,
 2018-Jan-07 03:00,*,m,   175.60826,    4.60590,  1943.855,  -725.673, 0.0000,  69.1120,
 2018-Jan-07 04:00,*, ,   176.17296,    4.40518,  2107.809,  -719.386, 0.0000,  68.6644,
 2018-Jan-07 05:00,*, ,   176.78146,    4.20657,  2257.764,  -710.566, 0.0000,  68.1828,
 2018-Jan-07 06:00,*, ,   177.42853,    4.01065,  2384.580,  -700.097, 0.0000,  67.6709,
 2018-Jan-07 07:00,*, ,   178.10664,    3.81775,  2480.765,  -688.880, 0.0000,  67.1343,
 2018-Jan-07 08:00,*, ,   178.80644,    3.62796,  2540.769,  -677.768, 0.0000,  66.5798,
 2018-Jan-07 09:00,*, ,   179.51733,    3.44114,  2561.149,  -667.524, 0.0000,  66.0154,
 2018-Jan-07 10:00,N, ,   180.22807,    3.25694,  2540.667,  -658.782, 0.0000,  65.4495,
 2018-Jan-07 11:00, , ,   180.92738,    3.07490,  2480.312,  -652.023, 0.0000,  64.8908,
 2018-Jan-07 12:00, , ,   181.60458,    2.89441,  2383.275,  -647.562, 0.0000,  64.3476,
 2018-Jan-07 13:00, , ,   182.25017,    2.71481,  2254.858,  -645.537, 0.0000,  63.8271,
